0,0.294187,0.0688229,-0.316274,-0.13169,0.0233957,0.890335,0,-10,3,0.114377
0,-0.104527,0.413441,2.78177,-0.132855,0.0330889,0.891632,0,-10,3,0.464643
1,-0.797702,-0.514392,2.75435,-0.128796,0.0510666,0.892178,0,-10,3,0.172249
2,-0.0408397,0.108453,1.04198,-0.126771,0.0591849,0.89472,0,-10,3,0.872123
3,0.0418991,0.592157,1.47463,-0.118561,0.0875658,0.936814,0,-10,3,0.242771
4,-0.393483,0.450481,1.67116,-0.11467,0.0896101,0.952046,0,-10,3,0.432159
5,-0.136692,0.905063,1.25856,-0.108643,0.0868957,0.962413,0.130031,-9.69122,2.61898,0.0544581
6,-0.325465,0.0401305,-0.301565,-0.103979,0.0820103,0.967836,0.0920371,-9.43492,2.66861,0.284399
7,0.0455095,-0.499049,0.601262,-0.0998226,0.0738,0.968733,-0.0352786,-9.61708,2.06621,0.268922
8,0.162084,-0.531159,1.39709,-0.0978795,0.0719367,0.969229,0.106103,-9.92832,1.70401,0.150794
9,0.167305,-0.523018,0.925129,-0.0949334,0.0522267,0.991626,0.202107,-10.4021,1.74791,0.0985006
10,0.0139567,0.414312,0.106262,-0.118199,0.0264364,0.931717,0.363349,-10.5799,2.14888,0.180957
11,0.144293,-1.28426,2.95662,0.221854,-1.87034,2.24378,0.358957,-10.2596,1.99622,0.118759
12,0.259762,-2.06485,2.92389,0.256487,-2.04301,2.27824,0.246449,-9.86323,2.09121,0.222806
13,0.494933,-2.46713,1.47435,0.287247,-2.20152,2.30958,0.160128,-9.67876,2.32859,0.0927383
14,-0.0920414,-1.7115,3.58663,0.31249,-2.33007,2.33389,0.185305,-9.89659,2.32533,0.453907
15,0.202431,-3.70774,2.17523,0.370727,-2.8895,2.44676,0.0763143,-9.88576,2.5053,0.185077
16,-0.343222,-3.09129,3.48473,0.409204,-2.9617,2.44024,0.019124,-10.1512,2.19958,0.0702232
17,1.04113,-5.17779,1.38836,1.44693,-4.81124,2.55415,-0.300913,-10.1059,2.82615,0.116528
18,1.69136,-5.48862,1.48781,1.53196,-4.95165,2.56637,-0.301334,-10.4343,2.01997,0.0397142
19,1.22131,-5.23141,0.594756,1.60024,-5.06392,2.56551,-0.192101,-10.3405,1.75096,0.337546
20,2.14941,-5.5759,1.04562,1.64947,-5.1514,2.56453,-0.0676025,-10.3531,0.745883,0.0163325
21,1.32635,-5.75381,2.1406,1.66838,-5.18242,2.56928,0.23431,-10.3725,0.628176,0.467309
22,1.01426,-6.21303,2.23918,2.48222,-6.06142,2.62793,0.0671634,-10.3839,0.844804,0.152491
23,3.65646,-7.78801,2.9774,3.71237,-7.08543,2.52648,-0.295846,-10.3786,1.37214,0.204349
24,14.2468,-8.34835,4.46129,12.9656,-7.45079,2.60636,-0.481131,-10.4713,2.02875,0.519946
25,15.5523,-7.72146,3.98452,14.2431,-6.89236,2.66223,0.0599574,-10.5801,2.78995,0.15301
26,16.5875,-8.67047,3.08812,14.3514,-6.91357,2.64992,0.985673,-10.8059,3.3603,0.175868
27,17.3102,-7.52399,-0.355664,14.3494,-6.94768,2.60661,1.74969,-11.1573,3.35605,0.387335
28,16.8261,-7.76716,3.83652,14.421,-6.88222,2.59518,2.30956,-11.0502,1.75032,0.141668
29,18.223,-6.34191,2.19037,16.0369,-4.84081,2.70683,2.67487,-11.0689,1.72334,0.171006
30,18.8028,-6.46405,3.03489,16.3085,-4.597,2.74164,2.6582,-10.9836,1.40512,0.0817649
31,18.5953,-4.52807,5.56914,17.3598,-2.24947,2.88567,2.50268,-11.4138,2.49029,0.170531
32,19.5264,-2.97682,4.43866,17.4107,-2.28806,2.91413,2.11279,-11.8784,2.97101,0.153385
33,20.3723,-2.5044,3.03812,17.5009,-2.19303,2.92581,2.08931,-11.6076,3.65134,0.069442
34,19.6135,-4.17485,3.03401,17.5584,-2.14983,2.92601,2.21503,-11.089,3.59103,0.022045
35,19.5735,-4.01589,4.71993,17.5744,-2.12722,2.92823,2.48827,-11.0045,2.73254,0.0868666
36,19.7635,-3.12205,3.80994,17.6273,-1.4345,2.90268,2.44943,-11.4045,2.82159,0.0476311
37,20.5606,-2.01043,2.66031,17.6411,-1.07787,2.8782,2.20434,-11.8632,3.08657,0.000741482
38,19.4163,-1.91689,2.22791,17.6495,-0.879877,2.86524,2.49244,-11.4991,2.97794,0.204137
39,20.0225,-0.471532,3.38071,17.658,-0.302442,2.83264,2.415,-11.2152,2.16827,0.0459896
40,19.6846,-2.29752,2.85949,17.6647,-0.0894124,2.84041,2.49112,-10.709,2.04854,0.185789
41,19.7199,0.430587,3.23065,17.6762,0.156298,2.83376,2.19125,-11.1342,2.12753,0.162895
42,19.4973,-0.253429,2.99349,17.6835,0.252387,2.82023,2.28355,-10.6971,2.47226,0.187675
43,19.599,-0.449433,3.22052,17.6929,0.324496,2.80455,2.09998,-10.8093,2.34733,0.0339825
44,20.2351,-1.23308,2.92125,17.7192,0.363941,2.79051,2.06208,-10.3313,2.47962,0.283359
45,19.7555,0.075671,3.32402,17.725,0.421199,2.78,2.21946,-10.9551,2.3909,0.113878
46,19.5311,-1.73332,3.5098,17.7401,0.448295,2.77055,2.29166,-10.9016,2.51449,0.0899745
47,19.7331,0.429455,4.86124,17.7621,0.48212,2.76545,2.25328,-11.3709,2.62225,0.0891893
