48,20.155,0.0879173,4.32883,17.7678,0.496013,2.75578,2.07164,-10.8561,3.27727,0.00224954
49,20.163,-0.128746,1.0081,17.761,0.716017,2.65272,2.19057,-10.8769,3.62028,0.0337648
50,20.3178,1.0718,1.6403,17.7176,0.872846,2.63483,2.39424,-10.4313,2.82566,0.0386791
51,20.2578,1.70377,3.37085,17.6162,1.2389,2.6064,2.60401,-10.3474,1.79555,0.0283667
52,20.0346,1.23907,3.61776,17.5574,1.44873,2.59356,2.6888,-10.0564,1.52602,0.024486
53,19.6259,2.73936,3.21891,17.4021,1.96095,2.57126,2.71387,-9.84474,2.41562,0.0745817
54,19.5436,2.13158,1.18775,17.3184,2.25515,2.56507,2.58838,-9.65159,2.96302,0.0138609
55,19.9312,3.47944,2.99571,17.2817,2.37453,2.56293,2.44958,-9.84774,2.24909,0.0932512
56,19.2087,1.46097,1.16676,17.2508,2.47695,2.56326,2.50702,-9.40955,2.05195,0.0370778
57,19.6617,2.67987,1.29921,17.2199,2.58575,2.56433,2.41838,-10.0077,1.37057,0.00126064
58,19.3392,2.08083,3.00373,17.1774,2.76482,2.57311,2.4906,-9.93512,1.40797,0.0973404
59,19.5638,2.45715,1.93444,17.1651,2.82572,2.57747,2.328,-10.5314,1.40725,0.00507271
60,19.4347,4.41477,3.73186,17.0245,3.49045,2.75895,2.47493,-10.3156,1.65841,0.0922285
61,18.8842,5.6925,2.33932,16.483,4.40623,2.75824,2.4644,-10.0389,2.40442,0.0302502
62,18.9208,5.76356,3.23781,16.1963,4.9414,2.73917,2.54422,-9.38212,2.12124,0.0313872
