1.80511, -1.844, -0.378184, 
-1.16913, -1.01943, -0.682901, 
-3.92693, 0.905503, -0.401072, 
-2.28978, 0.445314, -0.41366, 
-0.947539, -0.0148276, 0.00310926, 
0.172865, 1.23745, 0.171679, 
-0.0297834, -0.0322096, -0.0662605, 
0.0111767, -0.139092, -0.0289025, 
0.0653297, -0.18157, -0.0329654, 
-0.0170853, -0.3486, -0.0102605, 
0.097387, -0.484471, 0.00364809, 
0.0265007, -0.463884, 0.0174595, 
0.157, -0.594622, 0.0654839, 
-0.0184146, -0.602896, 0.0530823, 
0.00717675, -0.734618, 0.0754716, 
-0.132468, -0.748707, 0.0626103, 
0.0291286, -0.769728, 0.084348, 
0.035042, -0.622371, 0.0667565, 
0.128423, -0.595833, 0.0589189, 
0.0222129, -0.623677, 0.0491269, 
-0.00871471, -0.709779, 0.0537381, 
0.00655418, -0.570426, 0.0401677, 
0.0252384, -0.404805, 0.0119451, 
0.150998, -0.425611, 0.030469, 
0.494051, -0.573821, 0.0530097, 
1.43999, -1.08832, 0.0756674, 
2.90944, -0.25663, 0.112575, 
-0.399659, -0.0200076, 1.15365, 
-0.450833, -0.0387858, 1.16813, 
-0.231175, 0.649393, 1.07709, 
-0.223979, 0.67079, 1.09475, 
-0.141073, 0.585785, 1.11494, 
-0.396696, -0.0458112, 1.22122, 
-0.18504, 0.0379219, 1.23448, 
2.11868, -0.834426, 0.418368, 
-0.230917, -0.211838, 1.3145, 
0.542999, -0.509065, 1.04805, 
1.39947, -0.650676, 0.788181, 
0.0199099, -0.899591, 0.112803, 
0.0332612, -0.704615, 0.11325, 
0.0352558, -0.526986, 0.142223, 
0.0129789, -0.326236, 0.215233, 
-0.186063, -0.269676, 0.314518, 
-0.36279, -0.249504, 0.456445, 
-0.537498, -0.0562388, 0.673732, 
-0.618856, 0.0664399, 0.976567, 
-0.722073, 0.0162815, 1.22234, 
-0.700677, 0.0397328, 1.3385, 
0.0994932, -0.019197, 1.2418, 
0.200904, 0.0268534, 1.0662, 
0.501129, -0.509225, 1.08852, 
1.25725, -0.817541, 0.900012, 
0.112288, -0.16479, 0.0704135, 
0.0636502, -0.122252, 0.066727, 
0.0787817, 0.014322, 0.0611921, 
0.0352228, 0.14382, 0.0419643, 
0.0226333, 0.210804, 0.0340872, 
-0.0485786, 0.246722, 0.0283414, 
-0.119573, 0.210834, 0.0264606, 
-0.0181745, 0.109593, 0.0506867, 
-0.0181745, 0.109593, 0.0506867, 
-0.0181745, 0.109593, 0.0506867, 
-0.0181745, 0.109593, 0.0506867, 
-0.0181745, 0.109593, 0.0506867, 
-0.0181745, 0.109593, 0.0506867, 
-0.0181745, 0.109593, 0.0506867, 
-0.0181745, 0.109593, 0.0506867, 
-0.0181745, 0.109593, 0.0506867, 
-0.0181745, 0.109593, 0.0506867, 
-0.0181745, 0.109593, 0.0506867, 
-0.0181745, 0.109593, 0.0506867, 
-0.0181745, 0.109593, 0.0506867, 
0.0796358, 0.0264598, 0.00309834, 
0.0796358, 0.0264598, 0.00309834, 
0.0796358, 0.0264598, 0.00309834, 
0.0796358, 0.0264598, 0.00309834, 
0.0796358, 0.0264598, 0.00309834, 
0.0796358, 0.0264598, 0.00309834, 
0.0796358, 0.0264598, 0.00309834, 
0.21147, -0.00458013, -0.0624815, 
0.21147, -0.00458013, -0.0624815, 
0.21147, -0.00458013, -0.0624815, 
0.21147, -0.00458013, -0.0624815, 
0.21147, -0.00458013, -0.0624815, 
0.21147, -0.00458013, -0.0624815, 
0.255338, -0.124983, -0.0888894, 
0.255338, -0.124983, -0.0888894, 
0.255338, -0.124983, -0.0888894, 
0.255338, -0.124983, -0.0888894, 
0.402321, -0.214045, -0.0744046, 
0.402321, -0.214045, -0.0744046, 
0.402321, -0.214045, -0.0744046, 
0.402321, -0.214045, -0.0744046, 
0.540483, -0.184196, -0.0300809, 
0.540483, -0.184196, -0.0300809, 
0.540483, -0.184196, -0.0300809, 
0.540483, -0.184196, -0.0300809, 
0.540483, -0.184196, -0.0300809, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
0.451457, 0.0681031, -0.0673059, 
