0.000000,0.000000,0.000000
-0.000104,-0.000063,0.000123
-0.000073,-0.000115,0.000096
-0.000081,-0.000101,0.000131
-0.000332,-0.000367,0.000225
-0.000409,-0.000519,0.000301
-0.000272,-0.000262,0.000252
-0.000126,-0.000096,0.000167
-0.000146,-0.000167,0.000087
-0.000322,-0.000363,0.000279
-0.000445,-0.000605,0.000795
-0.000328,-0.000721,0.001078
0.000377,-0.000122,0.000321
0.001501,0.000401,-0.001309
0.003129,0.001622,-0.003911
0.005688,0.001560,-0.007763
0.010710,0.001003,-0.011027
0.016608,0.000965,-0.013261
0.024469,0.000388,-0.016734
0.033057,-0.000562,-0.018098
0.043061,-0.001103,-0.018810
0.052645,-0.001093,-0.012744
0.066562,-0.001399,-0.013416
0.075624,-0.004934,0.035881
0.094564,-0.003557,0.037449
0.117452,-0.003819,0.036668
0.142528,-0.005036,0.036540
0.170662,-0.006587,0.036479
0.200433,-0.008755,0.036485
0.233082,-0.010790,0.035690
0.266766,-0.014366,0.035770
0.301729,-0.018450,0.035744
0.335438,-0.021730,0.037002
0.370362,-0.025366,0.037532
0.403679,-0.030409,0.038962
0.435549,-0.035032,0.042984
0.465816,-0.041619,0.047173
0.495842,-0.047735,0.050946
0.522914,-0.052472,0.056412
0.547540,-0.058297,0.061472
0.568905,-0.064028,0.068902
0.588027,-0.068642,0.077523
0.604585,-0.073266,0.088298
0.618883,-0.076834,0.098673
0.629716,-0.081080,0.112145
0.637597,-0.084866,0.126547
0.645525,-0.089792,0.142164
0.651174,-0.095435,0.159356
0.655283,-0.102331,0.178765
0.640958,-0.116694,0.210666
0.643096,-0.125497,0.233392
0.641665,-0.135041,0.259596
0.639686,-0.144293,0.288554
0.638371,-0.153228,0.318663
0.636577,-0.161442,0.353679
0.634109,-0.170759,0.388791
0.635127,-0.177656,0.419401
0.653887,-0.178611,0.417681
0.655820,-0.190155,0.452962
0.653034,-0.200426,0.493986
0.651255,-0.208941,0.534493
0.649902,-0.216848,0.574409
0.647203,-0.225381,0.615024
0.643359,-0.235112,0.654148
0.636202,-0.243723,0.698449
0.629363,-0.254036,0.741018
0.624200,-0.261429,0.781773
0.619292,-0.269896,0.826394
0.612881,-0.277111,0.867492
0.608172,-0.287535,0.913120
0.604989,-0.302519,0.959760
0.604590,-0.314171,1.007617
0.605408,-0.328132,1.051707
0.609061,-0.343752,1.090149
0.609523,-0.355693,1.131259
0.606704,-0.370647,1.177705
0.601397,-0.382252,1.226557
0.597493,-0.393748,1.272552
0.588474,-0.402029,1.319674
0.579216,-0.409965,1.369443
0.566978,-0.418050,1.426731
0.558694,-0.423544,1.479247
0.549317,-0.431389,1.534115
0.541836,-0.435265,1.584977
0.536346,-0.443429,1.640264
0.533729,-0.447827,1.684529
0.528550,-0.457278,1.729567
0.523033,-0.459927,1.773247
0.515018,-0.468315,1.819948
0.505837,-0.477408,1.872951
0.495294,-0.487385,1.924943
0.485598,-0.497082,1.976592
0.474852,-0.507963,2.028847
0.465437,-0.520220,2.080569
0.455056,-0.531257,2.134388
0.450737,-0.543951,2.184301
0.445368,-0.553541,2.235244
0.441120,-0.566897,2.289390
0.438684,-0.577786,2.341747
0.434560,-0.592478,2.394694
0.426417,-0.604115,2.444930
0.417571,-0.617457,2.501183
0.410248,-0.629830,2.553738
0.397420,-0.642369,2.607504
0.383275,-0.656631,2.662337
0.369268,-0.670164,2.718931
0.356624,-0.681484,2.777564
0.349187,-0.691769,2.833906
0.345729,-0.701418,2.885170
0.339066,-0.710212,2.943572
0.336540,-0.719794,3.001839
0.331505,-0.729806,3.055327
0.330157,-0.742601,3.108525
0.323640,-0.753444,3.164255
0.316968,-0.767330,3.220557
0.308346,-0.780209,3.278789
0.296466,-0.793278,3.341173
0.285815,-0.801505,3.404791
0.274587,-0.809535,3.467006
0.266289,-0.816023,3.526988
0.260508,-0.822399,3.591447
0.258874,-0.827167,3.649875
0.256749,-0.836915,3.709208
0.257376,-0.847829,3.769727
0.257032,-0.854684,3.824581
0.255361,-0.864138,3.885228
0.249702,-0.871276,3.949952
0.243568,-0.879129,4.015007
0.234347,-0.887790,4.079960
0.226538,-0.891000,4.147083
0.215220,-0.892744,4.215327
0.202749,-0.897426,4.290901
0.195632,-0.899515,4.362365
0.193531,-0.901641,4.427578
0.191072,-0.902712,4.498805
0.194194,-0.911956,4.553987
0.196606,-0.918733,4.614621
0.194459,-0.928919,4.678395
0.190330,-0.939791,4.739321
0.180675,-0.945043,4.808143
0.174426,-0.949892,4.877303
0.166641,-0.961871,4.942945
0.163776,-0.968057,5.011805
0.153414,-0.969820,5.072032
0.149445,-0.976263,5.135204
0.148257,-0.979998,5.196763
0.147987,-0.991039,5.255459
0.146139,-1.003040,5.310591
0.142248,-1.007028,5.371393
0.139330,-1.010532,5.430403
0.133935,-1.014721,5.491238
0.126651,-1.015089,5.552103
0.114898,-1.017643,5.617149
0.104959,-1.021347,5.674376
0.098575,-1.020000,5.735704
0.089720,-1.020902,5.804149
0.082897,-1.017812,5.877175
0.080689,-1.023212,5.949259
0.082696,-1.025128,6.008216
0.082937,-1.028765,6.066741
0.082423,-1.030006,6.123862
0.080308,-1.035137,6.187619
0.078872,-1.039042,6.257568
0.076499,-1.045249,6.321782
0.072970,-1.049091,6.385529
0.072604,-1.055557,6.449962
0.066272,-1.060199,6.519010
0.061462,-1.067233,6.578690
0.063141,-1.073123,6.632981
0.069240,-1.079461,6.694621
0.061775,-1.086411,6.759549
0.059431,-1.087942,6.819452
0.059780,-1.089272,6.879161
0.057744,-1.090687,6.941479
0.054797,-1.097588,7.001285
0.048257,-1.104652,7.060366
0.037330,-1.101317,7.126275
0.029854,-1.101537,7.184457
0.021364,-1.099352,7.237311
0.018176,-1.103528,7.289428
0.012155,-1.111267,7.349048
0.007685,-1.112980,7.405845
0.006064,-1.117097,7.459854
0.005506,-1.124816,7.517676
0.002842,-1.133473,7.578410
-0.001072,-1.139425,7.636883
-0.008808,-1.144415,7.696927
-0.018358,-1.147246,7.756621
-0.028263,-1.149713,7.815583
-0.039782,-1.153228,7.876478
-0.049110,-1.153152,7.936492
-0.057508,-1.156773,7.995468
-0.060627,-1.163350,8.054250
-0.055816,-1.167825,8.112035
-0.058482,-1.174143,8.170964
-0.060155,-1.180357,8.229135
-0.060553,-1.184855,8.288433
-0.065849,-1.188281,8.349812
-0.069916,-1.193497,8.410549
-0.075928,-1.194291,8.471751
-0.086484,-1.194601,8.540802
-0.092833,-1.192888,8.605991
-0.095961,-1.195201,8.668847
-0.099065,-1.198759,8.741431
-0.096732,-1.195832,8.794002
-0.098015,-1.193411,8.852613
-0.091035,-1.193469,8.902008
-0.092074,-1.196294,8.960452
-0.096565,-1.203845,9.018081
-0.101820,-1.208576,9.077203
-0.109655,-1.215473,9.139232
-0.114909,-1.217384,9.193685
-0.124941,-1.220347,9.250845
-0.135180,-1.229800,9.311953
-0.136506,-1.230292,9.314622
-0.142095,-1.231574,9.367020
-0.147190,-1.229630,9.416324
-0.149938,-1.228340,9.467397
-0.147802,-1.226346,9.521173
-0.139429,-1.221973,9.568232
-0.135903,-1.218135,9.620864
-0.130975,-1.213863,9.671961
-0.132164,-1.208259,9.726918
-0.137141,-1.204668,9.781832
-0.143275,-1.200803,9.835163
-0.148202,-1.194896,9.893145
-0.155215,-1.186841,9.943163
-0.160574,-1.178008,10.002243
-0.160978,-1.174302,10.059486
-0.161038,-1.166728,10.118919
-0.162669,-1.158361,10.179980
-0.162287,-1.152431,10.237554
-0.161627,-1.145064,10.288298
-0.164796,-1.139289,10.336552
-0.171725,-1.138266,10.394281
-0.176050,-1.137253,10.443273
-0.184873,-1.130913,10.495076
-0.197331,-1.128372,10.555456
-0.208143,-1.126877,10.616212
-0.215365,-1.122709,10.674492
-0.221238,-1.118696,10.731229
-0.223535,-1.115967,10.787937
-0.220612,-1.115165,10.843548
-0.216693,-1.118624,10.902478
-0.214872,-1.123842,10.961594
-0.213151,-1.122352,11.018995
-0.213289,-1.122605,11.074332
-0.219358,-1.122990,11.136398
-0.223369,-1.125382,11.195689
-0.226733,-1.121540,11.252048
-0.229830,-1.120672,11.315490
-0.230165,-1.120515,11.368775
-0.230775,-1.114527,11.425743
-0.228668,-1.110947,11.485962
-0.224661,-1.109690,11.544646
-0.219795,-1.113596,11.603285
-0.216966,-1.114861,11.660405
-0.216378,-1.115113,11.723360
-0.218544,-1.112949,11.784153
-0.223082,-1.115391,11.843662
-0.230580,-1.117333,11.905340
-0.240674,-1.117099,11.967134
-0.250262,-1.113972,12.019166
-0.258970,-1.114941,12.078594
-0.267611,-1.119825,12.142044
-0.272896,-1.120214,12.204139
-0.273871,-1.122791,12.264446
-0.278463,-1.125525,12.323361
-0.277640,-1.129611,12.382757
-0.281459,-1.136503,12.444514
-0.283069,-1.140390,12.501393
-0.288671,-1.140319,12.559421
-0.297678,-1.146103,12.620172
-0.310380,-1.149594,12.689981
-0.318973,-1.153852,12.755098
-0.326781,-1.153792,12.817298
-0.326802,-1.155081,12.883592
-0.324050,-1.153588,12.952979
-0.325305,-1.152493,13.022979
-0.322315,-1.155998,13.080154
-0.303104,-1.163111,13.111505
-0.309228,-1.165030,13.175099
-0.314530,-1.164000,13.240126
-0.320860,-1.166657,13.299912
-0.334423,-1.171493,13.366886
-0.345967,-1.176413,13.429924
-0.356386,-1.182199,13.488069
-0.360119,-1.186823,13.550595
-0.357232,-1.195058,13.614635
-0.355322,-1.201562,13.679224
-0.353274,-1.206671,13.739552
-0.353210,-1.213922,13.797707
-0.349548,-1.219460,13.854267
-0.352684,-1.224022,13.917042
-0.352849,-1.225293,13.973843
-0.358926,-1.228272,14.035528
-0.368293,-1.235497,14.095508
-0.378329,-1.240830,14.154099
-0.386275,-1.249235,14.213487
-0.389388,-1.252109,14.270932
-0.390025,-1.256741,14.335797
-0.386666,-1.262292,14.401288
-0.383216,-1.265351,14.460867
-0.382017,-1.271766,14.521319
-0.381687,-1.277058,14.583055
-0.387133,-1.281396,14.648486
-0.391635,-1.285550,14.703833
-0.401013,-1.287187,14.758002
-0.410341,-1.288228,14.812698
-0.417930,-1.292002,14.871683
-0.424063,-1.297999,14.934605
-0.424301,-1.302850,14.994487
-0.428949,-1.307749,15.054533
-0.429966,-1.312429,15.113456
