0.000000,0.000000,0.000000
-0.000102,-0.000066,0.000123
-0.000071,-0.000119,0.000096
-0.000079,-0.000105,0.000131
-0.000330,-0.000370,0.000225
-0.000408,-0.000523,0.000301
-0.000270,-0.000265,0.000253
-0.000124,-0.000100,0.000168
-0.000144,-0.000171,0.000088
-0.000320,-0.000366,0.000280
-0.000443,-0.000609,0.000796
-0.000327,-0.000725,0.001079
0.000379,-0.000125,0.000321
0.001503,0.000398,-0.001309
0.003114,0.001644,-0.003915
0.005960,0.001355,-0.007872
0.010708,0.000900,-0.011023
0.016252,0.000634,-0.013484
0.024517,0.000500,-0.012382
0.033982,0.000458,-0.014952
0.044093,0.000585,-0.014232
0.053829,-0.000359,-0.008056
0.067066,-0.000151,-0.005162
0.043950,0.039000,0.040578
0.063262,0.040619,0.040864
0.084656,0.040878,0.041938
0.109680,0.039201,0.040265
0.137103,0.037321,0.039891
0.167672,0.035104,0.038374
0.200480,0.033008,0.037018
0.234033,0.030599,0.037406
0.268996,0.026815,0.037508
0.303283,0.023396,0.038414
0.337737,0.019373,0.038920
0.370166,0.015639,0.041727
0.403277,0.010090,0.044109
0.433326,0.004006,0.049630
0.463931,-0.002361,0.053675
0.489435,-0.007969,0.058496
0.512026,-0.012463,0.066059
0.533807,-0.017285,0.072175
0.552471,-0.021882,0.080674
0.568670,-0.025992,0.092099
0.581118,-0.029777,0.104873
0.593664,-0.033339,0.115492
0.602257,-0.037644,0.129628
0.611085,-0.042371,0.145729
0.617410,-0.048210,0.162510
0.621006,-0.055432,0.181428
0.609024,-0.065392,0.213930
0.611101,-0.075608,0.235579
0.610528,-0.083988,0.261804
0.609488,-0.093680,0.290411
0.608616,-0.103122,0.319369
0.606408,-0.112632,0.353665
0.604165,-0.122563,0.390752
0.603830,-0.129619,0.423599
0.625473,-0.138423,0.439231
0.622567,-0.146945,0.479593
0.620707,-0.157426,0.520236
0.619911,-0.165964,0.560796
0.617226,-0.174655,0.601050
0.615483,-0.181046,0.637834
0.610519,-0.189481,0.678420
0.604932,-0.197010,0.719678
0.598149,-0.207628,0.760585
0.592008,-0.218483,0.805533
0.585283,-0.228515,0.852001
0.578834,-0.237154,0.894799
0.576276,-0.249297,0.937955
0.572206,-0.263041,0.984424
0.571937,-0.271974,1.026949
0.572962,-0.284559,1.070507
0.573174,-0.299303,1.111798
0.571400,-0.310228,1.152848
0.573438,-0.324130,1.191424
0.568887,-0.333714,1.240186
0.565719,-0.344859,1.286447
0.556091,-0.354058,1.334501
0.545204,-0.360839,1.386277
0.534683,-0.368122,1.439318
0.526814,-0.374791,1.494779
0.519061,-0.384984,1.552851
0.510075,-0.391558,1.612572
0.504732,-0.398008,1.663699
0.504222,-0.401709,1.711473
0.496381,-0.409454,1.759616
0.489038,-0.414499,1.804542
0.479869,-0.422071,1.851132
0.472406,-0.431274,1.903725
0.462533,-0.442594,1.954343
0.452315,-0.453083,2.006083
0.442891,-0.464554,2.057510
0.434052,-0.474793,2.109543
0.425955,-0.489115,2.160392
0.419707,-0.500989,2.211520
0.416537,-0.509952,2.261981
0.410135,-0.521187,2.317514
0.407804,-0.532677,2.369888
0.405276,-0.547218,2.420848
0.398345,-0.562258,2.473296
0.391239,-0.574194,2.527852
0.382514,-0.585879,2.580302
0.372811,-0.596966,2.631611
0.359816,-0.609546,2.686927
0.344113,-0.623062,2.742412
0.331489,-0.634077,2.795234
0.325174,-0.644879,2.851113
0.320532,-0.655761,2.907526
0.315964,-0.666377,2.966274
0.312320,-0.675299,3.024465
0.310141,-0.682119,3.074394
0.305476,-0.694154,3.128220
0.300901,-0.705167,3.181962
0.293124,-0.717900,3.240508
0.284375,-0.732613,3.299917
0.273332,-0.743709,3.359460
0.261674,-0.757449,3.421880
0.251870,-0.767262,3.483295
0.244724,-0.775708,3.543499
0.240397,-0.785999,3.603514
0.237455,-0.794209,3.661640
0.238064,-0.804772,3.716587
0.234304,-0.814295,3.779536
0.233688,-0.819887,3.840183
0.226962,-0.829558,3.908948
0.223321,-0.837607,3.970708
0.215975,-0.847322,4.034366
0.207934,-0.858805,4.098452
0.197826,-0.862413,4.169090
0.185861,-0.866053,4.242424
